City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
259,Coquimbo,CL,2022-04-29 04:12:14,-29.9533,-71.3436,55.13,94,0,5.75
260,Goderich,CA,2022-04-29 04:12:15,43.7501,-81.7165,35.91,58,3,8.03
261,San Patricio,US,2022-04-29 04:12:15,28.017,-97.5169,76.89,84,12,14.29
262,Gisborne,NZ,2022-04-29 04:12:16,-38.6533,178.0042,58.42,73,66,3.71
263,Santa Maria,BR,2022-04-29 04:11:20,-29.6842,-53.8069,57.99,93,67,5.37
264,Gaogou,CN,2022-04-29 04:12:17,34.0175,119.1886,64.15,50,28,7.43
265,Rangpur,BD,2022-04-29 04:11:39,25.75,89.25,91.58,59,13,9.01
266,Broome,US,2022-04-29 04:12:18,42.2506,-75.833,35.98,61,0,6.91
267,Karangampel,ID,2022-04-29 04:12:19,-6.4622,108.4519,84.83,73,99,7.49
268,Batemans Bay,AU,2022-04-29 04:12:19,-35.7167,150.1833,72.1,54,24,2.28
269,Japura,ID,2022-04-29 04:12:20,-0.3167,102.35,90.46,58,98,3.27
270,Carnarvon,AU,2022-04-29 04:12:21,-24.8667,113.6333,80.67,29,0,16.11
271,Cayenne,GF,2022-04-29 04:10:04,4.9333,-52.3333,78.1,1,75,2.3
272,Ostrovnoy,RU,2022-04-29 04:12:21,68.0531,39.5131,16.36,83,42,19.17
273,Vyartsilya,RU,2022-04-29 04:12:22,62.1764,30.693,30.83,90,93,6.08
274,Vardo,NO,2022-04-29 04:12:23,70.3705,31.1107,25.61,81,100,20.6
275,Chik,RU,2022-04-29 04:12:23,54.9928,82.4311,74.95,29,0,13.42
276,Jumla,NP,2022-04-29 04:12:24,29.2747,82.1838,69.12,27,5,6.55
277,Porto Novo,BJ,2022-04-29 04:13:25,6.4965,2.6036,77.5,81,84,1.34
278,Pacific Grove,US,2022-04-29 04:13:25,36.6177,-121.9166,54.43,81,0,21.0
279,Minot,US,2022-04-29 04:13:26,48.2325,-101.2963,41.22,87,40,6.91
280,Turukhansk,RU,2022-04-29 04:13:27,65.8167,87.9833,33.8,100,100,3.62
281,Sakakah,SA,2022-04-29 04:13:27,29.9697,40.2064,68.4,46,0,6.42
282,Kalmunai,LK,2022-04-29 04:13:28,7.4167,81.8167,86.52,70,77,5.35
283,Antu,IN,2022-04-29 04:13:29,26.05,81.9167,103.75,8,0,2.64
284,Trapani,IT,2022-04-29 04:13:29,37.8333,12.6667,58.24,58,100,5.08
285,La Palma,US,2022-04-29 04:13:30,33.8464,-118.0467,62.19,71,0,5.75
286,Guapi,CO,2022-04-29 04:13:31,2.5708,-77.8854,76.19,94,96,3.51
287,Provideniya,RU,2022-04-29 04:12:23,64.3833,-173.3,30.36,86,100,20.13
288,Ratnapura,LK,2022-04-29 04:13:32,6.6828,80.3992,87.96,65,100,3.31
289,Tambura,SS,2022-04-29 04:13:32,5.6,27.4667,67.05,95,99,4.29
290,Lazaro Cardenas,MX,2022-04-29 04:09:25,17.9583,-102.2,77.0,77,0,4.05
291,Aitape,PG,2022-04-29 04:13:33,-3.1374,142.3475,85.95,66,100,6.06
292,Sisimiut,GL,2022-04-29 04:13:34,66.9395,-53.6735,24.51,96,100,1.01
293,Mehran,IR,2022-04-29 04:13:34,33.1222,46.1646,75.94,45,99,3.51
294,Ponta Do Sol,PT,2022-04-29 04:13:35,32.6667,-17.1,63.23,79,100,1.95
295,Ekibastuz,KZ,2022-04-29 04:13:36,51.6667,75.3667,71.02,28,100,12.08
296,Tagusao,PH,2022-04-29 04:13:36,9.1924,117.8141,83.73,76,100,8.12
297,Korla,CN,2022-04-29 04:13:37,41.7597,86.1469,59.79,29,33,7.49
298,Rabo De Peixe,PT,2022-04-29 04:13:38,37.8,-25.5833,63.28,89,75,24.16
299,Riyadh,SA,2022-04-29 04:08:53,24.6877,46.7219,69.94,47,99,5.35
300,Gao,ML,2022-04-29 04:13:38,16.6362,1.637,80.1,7,95,9.44
301,North Platte,US,2022-04-29 04:13:40,41.1239,-100.7654,61.12,64,0,15.01
302,Elin Pelin,BG,2022-04-29 04:13:41,42.6667,23.6,51.17,81,75,6.91
303,Elizabeth City,US,2022-04-29 04:13:41,36.2946,-76.2511,50.99,76,0,0.0
304,Ola,RU,2022-04-29 04:13:42,59.5833,151.2833,44.15,63,100,13.13
305,Fethiye,TR,2022-04-29 04:13:43,36.6217,29.1164,53.47,56,0,1.43
306,Da Nang,VN,2022-04-29 04:13:43,16.0678,108.2208,91.38,62,40,4.61
307,Nikolskoye,RU,2022-04-29 04:13:44,59.7035,30.7861,37.71,95,100,5.68
308,Hovd,MN,2022-04-29 04:13:45,48.0056,91.6419,50.11,18,10,3.27
309,Dicabisagan,PH,2022-04-29 04:13:45,17.0818,122.4157,87.48,65,97,8.97
310,Lao Cai,VN,2022-04-29 04:13:46,22.4833,103.95,95.0,47,69,4.23
311,Kieta,PG,2022-04-29 04:13:46,-6.2167,155.6333,85.86,62,87,3.69
312,Baillif,GP,2022-04-29 04:13:47,16.0202,-61.7463,75.63,87,91,10.42
313,Tshela,CD,2022-04-29 04:13:48,-4.9833,12.9333,72.72,99,100,1.68
314,Los Llanos De Aridane,ES,2022-04-29 04:13:48,28.6585,-17.9182,62.35,94,75,11.5
315,Mirnyy,RU,2022-04-29 04:13:49,62.5353,113.9611,46.24,26,99,11.01
316,Northam,GB,2022-04-29 04:13:50,51.0333,-4.2167,40.66,88,76,6.78
317,Mangai,CD,2022-04-29 04:13:50,-4.05,19.5333,68.27,96,100,2.71
318,Vestmannaeyjar,IS,2022-04-29 04:13:51,63.4427,-20.2734,45.81,84,100,0.94
319,Naze,JP,2022-04-29 04:13:52,28.3667,129.4833,76.05,84,58,22.57
320,Sept-Iles,CA,2022-04-29 04:13:52,50.2001,-66.3821,34.05,80,100,11.01
321,Houma,US,2022-04-29 04:14:53,29.5958,-90.7195,64.0,71,0,0.0
322,Farmington,US,2022-04-29 04:14:53,36.7281,-108.2187,64.71,14,0,12.66
323,Xam Nua,LA,2022-04-29 04:14:54,20.4197,104.0439,92.32,38,100,2.28
324,Mingshui,CN,2022-04-29 04:14:55,36.7167,117.5,62.85,44,78,3.96
325,Antalaha,MG,2022-04-29 04:14:55,-14.9003,50.2788,74.05,85,28,7.94
326,Waipawa,NZ,2022-04-29 04:14:56,-41.4122,175.5153,55.54,68,7,8.03
327,Port Hedland,AU,2022-04-29 04:14:57,-20.3167,118.5667,78.85,61,100,10.36
328,Mariano Roque Alonso,PY,2022-04-29 04:14:57,-25.1667,-57.55,69.42,94,89,8.68
329,Jacareacanga,BR,2022-04-29 04:14:58,-6.2222,-57.7528,72.99,98,96,1.86
330,Margate,GB,2022-04-29 04:14:59,51.3813,1.3862,47.3,75,100,7.0
331,Pringsewu,ID,2022-04-29 04:14:59,-5.3582,104.9744,88.81,58,94,4.25
332,Kiama,AU,2022-04-29 04:15:00,-34.6833,150.8667,82.26,66,51,5.01
333,Krasne,UA,2022-04-29 04:15:01,49.9145,24.6134,43.27,83,81,2.82
334,Tineo,ES,2022-04-29 04:10:32,43.3376,-6.4145,46.24,94,3,3.13
335,Laguna,US,2022-04-29 04:15:01,38.421,-121.4238,61.75,64,0,9.22
336,Sergeyevka,KZ,2022-04-29 04:15:02,53.88,67.4158,67.53,35,92,14.12
337,Te Anau,NZ,2022-04-29 04:13:56,-45.4167,167.7167,60.04,66,100,1.61
338,Mogadishu,SO,2022-04-29 04:15:03,2.0371,45.3438,82.51,76,88,6.69
339,Neftekumsk,RU,2022-04-29 04:15:04,44.6667,44.9167,61.81,60,100,9.93
340,Kawalu,ID,2022-04-29 04:15:04,-7.3817,108.2082,84.56,67,86,3.56
341,Cap Malheureux,MU,2022-04-29 04:15:05,-19.9842,57.6142,79.47,71,9,5.99
342,Novobirilyussy,RU,2022-04-29 04:15:06,56.9514,90.6661,60.04,54,100,12.64
343,Lorengau,PG,2022-04-29 04:15:06,-2.0226,147.2712,85.3,68,53,2.08
344,San Jose,US,2022-04-29 04:10:43,37.3394,-121.895,54.3,65,20,10.36
345,Ambilobe,MG,2022-04-29 04:15:07,-13.2,49.05,74.46,92,72,2.93
346,Alyangula,AU,2022-04-29 04:15:08,-13.8483,136.4192,85.53,62,94,2.13
347,Panzhihua,CN,2022-04-29 04:15:08,26.5851,101.7128,87.08,26,0,1.34
348,Ostersund,SE,2022-04-29 04:13:23,63.1792,14.6357,31.6,93,0,8.05
349,Pangkalanbuun,ID,2022-04-29 04:15:10,-2.6833,111.6167,93.34,50,100,3.04
350,Stjordalshalsen,NO,2022-04-29 04:15:10,63.4681,10.9262,37.4,81,75,13.8
351,Santa Isabel Do Rio Negro,BR,2022-04-29 04:15:11,-0.4139,-65.0192,73.42,98,98,1.83
352,Camocim,BR,2022-04-29 04:15:11,-2.9022,-40.8411,76.03,89,50,7.05
353,Jining,CN,2022-04-29 04:15:12,35.405,116.5814,62.33,46,71,4.05
354,Honiara,SB,2022-04-29 04:13:02,-9.4333,159.95,83.53,77,96,1.86
355,Kigoma,TZ,2022-04-29 04:15:13,-4.8769,29.6267,70.74,83,26,9.8
356,Nantai,CN,2022-04-29 04:15:14,40.9241,122.8044,67.93,17,0,3.2
357,Formosa Do Rio Preto,BR,2022-04-29 04:15:14,-11.0483,-45.1931,72.97,60,100,3.78
358,Alexandria,EG,2022-04-29 04:12:37,31.2156,29.9553,62.44,66,29,10.09
359,Dali,CN,2022-04-29 04:15:15,25.7,100.1833,76.3,28,0,7.85
360,Beloha,MG,2022-04-29 04:15:16,-25.1667,45.05,64.11,78,0,10.0
361,Miracema Do Tocantins,BR,2022-04-29 04:15:17,-9.5618,-48.3967,74.25,81,97,3.2
362,Hami,CN,2022-04-29 04:15:18,42.8,93.45,64.35,17,80,7.67
363,Salalah,OM,2022-04-29 04:15:18,17.0151,54.0924,86.09,79,20,5.75
364,Itoman,JP,2022-04-29 04:15:19,26.1247,127.6694,84.97,83,75,21.85
365,Juneau,US,2022-04-29 04:15:13,58.3019,-134.4197,46.4,96,20,3.44
366,Newton,US,2022-04-29 04:15:20,42.337,-71.2092,45.09,37,0,10.36
367,Walvis Bay,NA,2022-04-29 04:16:20,-22.9575,14.5053,59.95,77,25,3.44
368,Usinsk,RU,2022-04-29 04:16:21,65.9939,57.5281,27.41,70,59,17.63
369,Krasnovishersk,RU,2022-04-29 04:16:22,60.4078,57.082,29.41,74,23,3.58
370,Lata,PT,2022-04-29 04:16:22,40.1629,-8.3327,52.07,86,41,4.16
371,Sao Filipe,CV,2022-04-29 04:16:23,14.8961,-24.4956,70.86,74,3,6.38
372,Cedar City,US,2022-04-29 04:16:24,37.6775,-113.0619,51.4,19,0,9.22
373,Dunedin,NZ,2022-04-29 04:16:24,-45.8742,170.5036,55.8,71,1,4.0
374,Anadyr,RU,2022-04-29 04:16:25,64.75,177.4833,34.3,64,0,2.24
375,Comodoro Rivadavia,AR,2022-04-29 04:12:33,-45.8667,-67.5,35.46,55,0,4.61
376,Souillac,MU,2022-04-29 04:16:26,-20.5167,57.5167,75.58,94,40,5.75
377,Wanning,CN,2022-04-29 04:16:26,18.8003,110.3967,87.62,67,99,8.19
378,Cloquet,US,2022-04-29 04:16:27,46.7216,-92.4594,37.67,71,100,4.61
379,Shimoda,JP,2022-04-29 04:16:27,34.6667,138.95,57.56,89,100,15.99
380,Yumen,CN,2022-04-29 04:16:28,40.2833,97.2,49.91,42,100,14.14
381,Fereydunshahr,IR,2022-04-29 04:16:29,32.941,50.121,47.68,59,100,5.88
382,Henties Bay,NA,2022-04-29 04:16:29,-22.116,14.2845,62.89,71,26,1.77
383,Araceli,PH,2022-04-29 04:16:30,10.5529,119.9913,82.8,77,100,8.61
384,Liseleje,DK,2022-04-29 04:16:31,56.0053,11.9483,41.95,92,88,1.01
385,Cozumel,MX,2022-04-29 04:13:46,20.5083,-86.9458,78.87,89,20,0.0
386,Teacapan,MX,2022-04-29 04:16:31,22.55,-105.75,72.05,74,13,5.17
387,Cody,US,2022-04-29 04:16:32,44.5263,-109.0565,43.65,84,100,4.61
388,Porto Walter,BR,2022-04-29 04:16:33,-8.2686,-72.7439,71.38,99,100,0.78
389,Birao,CF,2022-04-29 04:16:33,10.2849,22.7882,77.52,58,100,4.81
390,Great Yarmouth,GB,2022-04-29 04:16:34,52.6083,1.7305,44.94,81,100,9.95
391,Belur,IN,2022-04-29 04:16:34,13.1667,75.8667,85.5,44,38,5.3
392,Tambo,PE,2022-04-29 04:16:35,-14.8,-73.9167,39.9,75,100,5.39
393,Okhotsk,RU,2022-04-29 04:16:36,59.3833,143.3,36.21,71,100,14.23
394,Wilkie,CA,2022-04-29 04:16:36,52.4168,-108.7014,37.78,52,6,3.38
395,Longyan,CN,2022-04-29 04:16:37,25.1072,117.0225,83.97,69,99,3.71
396,Badarpur,IN,2022-04-29 04:16:38,24.9,92.6,90.1,59,0,3.58
397,Mayumba,GA,2022-04-29 04:12:37,-3.432,10.6554,76.75,89,98,2.91
398,Praya,CV,2022-04-29 04:15:16,14.9215,-23.5087,68.54,77,20,14.97
399,Isiro,CD,2022-04-29 04:16:39,2.7739,27.616,63.72,99,100,2.77
400,Palmer,US,2022-04-29 04:16:39,42.1584,-72.3287,44.2,35,0,9.22
401,Kushima,JP,2022-04-29 04:16:40,31.4583,131.2333,72.23,91,100,13.96
402,Ledyard,US,2022-04-29 04:16:41,41.4398,-72.0142,46.13,38,0,5.75
403,Port Lincoln,AU,2022-04-29 04:16:41,-34.7333,135.8667,65.19,68,100,16.26
404,Olafsvik,IS,2022-04-29 04:16:42,64.8945,-23.7142,45.55,90,100,10.11
405,Serafimovich,RU,2022-04-29 04:16:42,49.5786,42.736,47.62,56,10,6.62
406,Carutapera,BR,2022-04-29 04:16:43,-1.195,-46.02,74.61,95,100,5.19
407,Benalla,AU,2022-04-29 04:16:44,-36.55,145.9833,71.35,57,100,9.04
408,Vanimo,PG,2022-04-29 04:16:44,-2.6741,141.3028,84.36,74,100,6.15
409,Harper,LR,2022-04-29 04:16:45,4.375,-7.7169,79.02,83,91,3.65
410,Marawi,PH,2022-04-29 04:16:46,7.9986,124.2928,82.65,63,77,3.65
411,Buchanan,LR,2022-04-29 04:16:46,5.8808,-10.0467,77.67,85,100,5.19
412,Cuamba,MZ,2022-04-29 04:16:47,-14.8031,36.5372,60.42,94,18,4.88
413,Izhma,RU,2022-04-29 04:16:48,65.0083,53.9113,30.27,66,11,9.73
414,Goure,NE,2022-04-29 04:16:48,13.9835,10.2704,82.02,20,39,2.48
415,Kirensk,RU,2022-04-29 04:17:49,57.7853,108.1119,46.09,60,64,9.15
416,Baykit,RU,2022-04-29 04:17:50,61.67,96.37,44.02,97,100,5.88
417,Moron,AR,2022-04-29 04:17:50,-34.6534,-58.6198,51.55,47,0,5.5
418,Taltal,CL,2022-04-29 04:15:28,-25.4,-70.4833,60.51,85,100,0.89
419,Port-Cartier,CA,2022-04-29 04:17:51,50.0334,-66.8654,33.75,78,100,17.38
420,Owen Sound,CA,2022-04-29 04:17:52,44.5672,-80.9435,32.38,81,4,1.01
421,Plainview,US,2022-04-29 04:16:13,40.7765,-73.4673,46.74,34,0,6.91
422,Hwange,ZW,2022-04-29 04:17:53,-18.3693,26.5019,57.72,80,0,2.24
423,Bodmin,GB,2022-04-29 04:17:53,50.4715,-4.7243,46.36,93,56,3.44
424,Cepu,ID,2022-04-29 04:17:54,-7.1475,111.5906,86.58,71,71,2.68
425,Luderitz,NA,2022-04-29 04:17:55,-26.6481,15.1594,58.39,74,13,10.0
426,Da Lat,VN,2022-04-29 04:17:55,11.9465,108.4419,63.72,93,100,2.42
427,Avera,US,2022-04-29 04:17:56,33.194,-82.5271,58.51,61,3,6.85
428,Oranjemund,NA,2022-04-29 04:17:57,-28.55,16.4333,53.2,97,2,1.92
429,Tautira,PF,2022-04-29 04:17:57,-17.7333,-149.15,80.78,74,26,20.8
430,Camden,US,2022-04-29 04:13:02,39.7835,-74.9663,47.79,24,0,4.0
431,Arlit,NE,2022-04-29 04:17:58,18.7369,7.3853,77.16,9,87,7.85
432,Mala,PE,2022-04-29 04:17:59,-12.6581,-76.6308,66.4,90,76,3.87
433,Lufilufi,WS,2022-04-29 04:17:59,-13.8745,-171.5986,85.78,79,41,21.56
434,Orlik,RU,2022-04-29 04:18:00,52.5178,99.825,41.5,55,66,3.49
435,Corning,US,2022-04-29 04:18:01,42.1428,-77.0547,37.92,54,0,3.44
436,Viedma,AR,2022-04-29 04:18:01,-40.8135,-62.9967,43.7,46,28,6.93
437,Fukue,JP,2022-04-29 04:18:02,32.6881,128.8419,59.36,82,75,27.63
438,Praia Da Vitoria,PT,2022-04-29 04:18:03,38.7333,-27.0667,62.76,100,75,20.83
439,Mayo,US,2022-04-29 04:18:03,38.8876,-76.5119,52.68,52,0,8.05
440,Qianan,CN,2022-04-29 04:18:04,44.9932,124.0581,64.45,12,90,9.69
441,Bahia Honda,CU,2022-04-29 04:18:05,22.9036,-83.1592,72.91,73,1,7.61
442,Mapimi,MX,2022-04-29 04:18:05,25.8167,-103.85,78.08,16,9,6.82
443,Kedrovyy,RU,2022-04-29 04:18:06,56.1667,91.8167,64.81,90,100,8.66
444,Cavinti,PH,2022-04-29 04:18:06,14.2448,121.508,88.65,57,63,10.29
445,Varhaug,NO,2022-04-29 04:18:07,58.6147,5.6457,41.9,89,21,11.16
446,Timra,SE,2022-04-29 04:18:08,62.487,17.3257,31.68,69,0,9.22
447,Lyuban,BY,2022-04-29 04:18:08,52.7985,28.0048,38.26,75,16,2.37
448,Cordoba,AR,2022-04-29 04:18:09,-31.4135,-64.1811,46.76,61,0,5.75
449,Ulaanbaatar,MN,2022-04-29 04:18:09,47.9077,106.8832,39.33,24,20,15.66
450,Berlevag,NO,2022-04-29 04:18:10,70.8578,29.0864,26.6,66,100,21.16
451,Rabaul,PG,2022-04-29 04:18:11,-4.1967,152.1721,84.49,65,86,4.59
452,Yar-Sale,RU,2022-04-29 04:18:11,66.8333,70.8333,19.81,78,100,5.57
453,Pervomayskiy,RU,2022-04-29 04:18:12,53.2485,40.2871,35.33,99,100,8.16
454,Abu Samrah,SY,2022-04-29 04:18:13,35.3029,37.1841,67.82,47,1,2.19
455,Kitwe,ZM,2022-04-29 04:18:13,-12.7961,28.2477,54.45,96,7,4.18
456,Homer,US,2022-04-29 04:18:14,59.6425,-151.5483,45.81,56,0,8.99
457,Malanje,AO,2022-04-29 04:18:15,-9.5402,16.341,64.13,97,98,2.62
458,Sungurlu,TR,2022-04-29 04:18:15,40.1675,34.3739,56.91,64,81,3.24
459,Eureka,US,2022-04-29 04:13:23,40.8021,-124.1637,50.25,80,7,1.86
460,Denpasar,ID,2022-04-29 04:18:16,-8.65,115.2167,89.26,66,20,12.66
461,Palu,ID,2022-04-29 04:19:17,-0.8917,119.8707,85.3,69,100,2.89
462,Isangel,VU,2022-04-29 04:19:17,-19.55,169.2667,73.22,93,100,24.34
463,Nanchang,CN,2022-04-29 04:19:18,28.6833,115.8833,57.31,82,100,10.47
464,Dong Hoi,VN,2022-04-29 04:19:18,17.4833,106.6,83.98,77,100,5.46
465,Muros,ES,2022-04-29 04:23:16,42.7762,-9.0603,52.84,85,79,7.14
466,Awjilah,LY,2022-04-29 04:23:31,29.1081,21.2869,74.91,12,0,14.41
467,Primero De Enero,CU,2022-04-29 04:23:31,21.9469,-78.4283,70.12,68,10,7.31
468,Dolores,AR,2022-04-29 04:23:32,-36.3132,-57.6792,40.44,65,0,7.56
469,Aripuana,BR,2022-04-29 04:23:32,-9.1667,-60.6333,74.46,85,92,2.77
470,Xuddur,SO,2022-04-29 04:23:33,4.1213,43.8894,75.83,75,74,6.62
471,Lasa,IT,2022-04-29 04:20:01,46.6166,10.7002,43.36,57,0,1.7
472,Swan Hill,AU,2022-04-29 04:23:34,-35.3378,143.5544,75.63,44,100,11.97
473,Srikakulam,IN,2022-04-29 04:23:35,18.3,83.9,92.7,51,6,14.38
474,Yingkou,CN,2022-04-29 04:23:35,40.6648,122.2283,56.46,43,0,10.65
475,Placerville,US,2022-04-29 04:18:50,38.7296,-120.7986,55.63,65,0,0.0
476,Panjab,AF,2022-04-29 04:23:36,34.388,67.0233,56.75,44,5,1.72
477,Itarema,BR,2022-04-29 04:23:37,-2.9248,-39.9167,75.87,90,45,6.62
478,Roswell,US,2022-04-29 04:21:18,34.0232,-84.3616,62.96,66,0,0.0
479,Svetlaya,RU,2022-04-29 04:23:37,46.5389,138.3297,49.93,40,57,3.15
480,Kailua,US,2022-04-29 04:23:38,21.4022,-157.7394,82.38,76,100,9.22
481,Zabid,YE,2022-04-29 04:23:39,14.1951,43.3152,82.81,60,1,1.97
482,Donskoye,RU,2022-04-29 04:23:39,45.4552,41.9741,55.53,75,100,12.46
483,Umm Kaddadah,SD,2022-04-29 04:23:40,13.6017,26.6876,80.28,11,100,9.28
484,Muroto,JP,2022-04-29 04:23:41,33.2833,134.15,70.79,94,100,38.54
485,Chornoliztsi,UA,2022-04-29 04:23:41,48.8303,24.8958,43.0,93,71,3.4
486,Broken Hill,AU,2022-04-29 04:23:42,-31.95,141.4333,78.89,31,100,12.55
487,Steamboat Springs,US,2022-04-29 04:23:07,40.485,-106.8317,52.36,33,0,9.22
488,Menongue,AO,2022-04-29 04:21:12,-14.6585,17.691,64.15,71,89,4.14
489,Vise,BE,2022-04-29 04:23:43,50.7386,5.7019,48.11,87,100,8.05
490,Abu Zabad,SD,2022-04-29 04:23:44,12.35,29.25,79.93,13,80,6.42
491,Aleksandrovka,UA,2022-04-29 04:23:44,46.8383,32.7612,53.92,62,78,10.87
492,Green Valley,US,2022-04-29 04:19:17,31.8543,-110.9937,74.17,21,0,11.16
493,Machali,CL,2022-04-29 04:23:45,-34.1833,-70.6667,54.86,45,9,3.65
494,Saint-Georges,GD,2022-04-29 04:23:46,12.0564,-61.7485,80.28,83,75,9.22
495,Ulladulla,AU,2022-04-29 04:19:55,-35.35,150.4667,78.76,54,39,5.68
496,Areia Branca,BR,2022-04-29 04:23:47,-4.9561,-37.1369,77.2,84,99,12.28
497,Yaring,TH,2022-04-29 04:23:47,6.8662,101.3689,87.93,63,36,7.4
498,Pandan,PH,2022-04-29 04:23:48,14.0453,124.1694,86.54,70,51,11.21
499,Vila Franca Do Campo,PT,2022-04-29 04:23:48,37.7167,-25.4333,64.2,96,100,27.18
500,Katsuura,JP,2022-04-29 04:23:49,35.1333,140.3,60.82,93,100,14.27
501,Barberton,ZA,2022-04-29 04:23:49,-25.7884,31.0532,53.65,71,0,4.76
502,Sharjah,AE,2022-04-29 04:23:50,25.3573,55.4033,87.78,30,0,9.22
503,Pedernales,DO,2022-04-29 04:23:51,18.0384,-71.744,75.92,69,39,3.69
504,Hammerfest,NO,2022-04-29 04:23:51,70.6634,23.6821,27.05,93,40,8.05
505,Sungairaya,ID,2022-04-29 04:23:52,0.7,108.9,88.86,63,77,6.26
506,Sabha,LY,2022-04-29 04:23:52,27.0377,14.4283,65.52,43,0,8.68
507,Stromness,GB,2022-04-29 04:23:53,58.965,-3.296,39.16,89,95,9.15
508,Yerbogachen,RU,2022-04-29 04:23:54,61.2767,108.0108,43.16,75,76,11.03
509,Oistins,BB,2022-04-29 04:23:54,13.0667,-59.5333,78.89,94,75,11.5
510,Pokhara,NP,2022-04-29 04:20:10,28.2333,83.9833,85.91,26,1,6.93
511,Novyy Urgal,RU,2022-04-29 04:24:55,51.0736,132.5642,49.91,38,38,12.33
512,Inuvik,CA,2022-04-29 04:24:56,68.3499,-133.7218,27.36,68,40,9.22
513,Grand Gaube,MU,2022-04-29 04:24:56,-20.0064,57.6608,80.38,71,8,3.0
514,Nantucket,US,2022-04-29 04:21:22,41.2835,-70.0995,48.31,40,75,16.11
515,Marzuq,YE,2022-04-29 04:24:57,14.4,46.4667,74.86,37,7,5.46
516,Mikuni,JP,2022-04-29 04:24:58,36.2171,136.1519,51.71,92,100,29.75
517,Jizan,SA,2022-04-29 04:24:59,17.3333,42.6667,85.14,59,34,5.21
518,Derzhavinsk,KZ,2022-04-29 04:24:59,51.1,66.3167,65.91,33,100,10.94
